Year,Name,Mileage,Rating,Review Count,Price
2022,Mercedes-Benz GLB 250 Base 4MATIC,24549,4.8,969,35988
2021,Mercedes-Benz AMG C 43 Base 4MATIC,31525,4.2,2867,44932
2015,Mercedes-Benz G-Class G 550,84617,4.7,1372,55900
2023,Mercedes-Benz GLA 250 4MATIC,7061,,79,39480
2023,Mercedes-Benz CLA 250 Base 4MATIC,10694,5,5929,41999
2022,Mercedes-Benz C-Class C 300,3227,4.2,568,44989
2023,Mercedes-Benz EQB 300 Base 4MATIC,2470,4.3,1491,57505
2023,Mercedes-Benz AMG GLE 53 Base,10459,4.8,1094,75999
2023,Mercedes-Benz C-Class C 300 4MATIC,5157,4.7,1239,46999
2023,Mercedes-Benz GLB 250 Base,4302,4.7,192,47804
2023,Mercedes-Benz EQS 580 Base 4MATIC,7149,4.3,419,95997
2023,Mercedes-Benz C-Class C 300,8956,4.5,819,54395
2023,Mercedes-Benz GLA 250 Base,6516,4.8,5398,40894
2023,Mercedes-Benz GLC 300 Base 4MATIC,6913,4,377,51995
2024,Mercedes-Benz GLE 350 Base 4MATIC,12889,5,2881,61998
2023,Mercedes-Benz GLC 300 4MATIC Coupe,12996,5,5929,53997
2023,Mercedes-Benz EQB 300 Base 4MATIC,2462,4.3,1491,53717
2023,Mercedes-Benz EQE 500 Base 4MATIC,1586,4.3,1491,72007
2022,Mercedes-Benz GLC 300 Base 4MATIC,15190,4.8,1905,39964
2024,Mercedes-Benz GLB 250 Base 4MATIC,3669,4.9,274,41495
2023,Mercedes-Benz C-Class C 300,11770,4.9,1411,49991
2023,Mercedes-Benz C-Class C 300 4MATIC,4605,3.9,1800,47900
2023,Mercedes-Benz CLA 250 Base 4MATIC,4461,4.6,76,37496
2021,Mercedes-Benz GLC 300 Base,39767,,418,34833
2021,Mercedes-Benz G-Class G 550 4MATIC,18810,4.7,1372,137900
2021,Mercedes-Benz GLB 250 Base,50968,4,3563,29275
2021,Mercedes-Benz GLB 250 Base 4MATIC,24434,4.6,1276,36839
2022,Mercedes-Benz AMG G 63 4MATIC,2804,4.8,5398,219894
2020,Mercedes-Benz GLC 300 ,25321,4.4,79,34977
2023,Mercedes-Benz CLA 250 ,12574,4,147,39400
2024,Mercedes-Benz GLE 350 Base 4MATIC,5740,4.9,848,69867
2021,Mercedes-Benz GLA 250 Base,31432,4.4,1231,29960
2023,Mercedes-Benz CLA 250 Base,8539,4.5,2465,39988
2024,Mercedes-Benz C-Class C 300,2643,4.9,1375,49998
2020,Mercedes-Benz E-Class E 450 4MATIC,21010,4.9,328,41498
2021,Mercedes-Benz C-Class 4MATIC Sedan,22912,4.3,1647,31998
2021,Mercedes-Benz GLB 250 Base,28730,4.8,2195,34746
2020,Mercedes-Benz GLS 450 Base 4MATIC,56083,4.7,911,42994
2021,Mercedes-Benz GLC 300 Base 4MATIC,33334,4.8,4576,35888
2021,Mercedes-Benz C-Class 4MATIC Sedan,11369,4.3,112,32928
2024,Mercedes-Benz GLE 350 4MATIC,8029,3.7,113,72550
2019,Mercedes-Benz CLA 250 ,49666,,8,24990
2023,Mercedes-Benz C-Class C 300,1301,4.6,348,50999
2020,Mercedes-Benz GLB 250 Base 4MATIC,19581,4.7,316,30735
2023,Mercedes-Benz EQE 350 Base 4MATIC,3513,4.6,585,70226
2023,Mercedes-Benz GLC 300 Base 4MATIC,7434,4.7,192,51507
2023,Mercedes-Benz GLS 580 4MATIC,1234,4.4,654,100804
2023,Mercedes-Benz EQB 300 Base 4MATIC,1506,4.3,1491,53698
2023,Mercedes-Benz C-Class C 300,3535,4.9,2166,45244
2020,Mercedes-Benz C-Class C 300,61406,4,526,27695
2024,Mercedes-Benz GLS 450 4MATIC,5600,5,1782,86989
2023,Mercedes-Benz C-Class 4MATIC Sedan,4902,4,526,46939
2022,Mercedes-Benz GLS 450 4MATIC,28841,,543,65991
2023,Mercedes-Benz C-Class C 300 4MATIC,3057,4.4,2963,46500
2023,Mercedes-Benz EQE 350 Base 4MATIC,2977,,67,64986
2023,Mercedes-Benz C-Class C 300 4MATIC,2650,3.2,157,50481
2023,Mercedes-Benz GLB 250 Base 4MATIC,4497,4.9,274,42495
2020,Mercedes-Benz GLC 300 Base 4MATIC,61041,4.7,192,30960
2022,Mercedes-Benz AMG SL 55 Base,1066,4.7,1594,129351
2023,Mercedes-Benz GLE 350 Base 4MATIC,42823,4.9,3222,59991
2023,Mercedes-Benz CLA 250 Base,9780,,418,41900
2023,Mercedes-Benz C-Class C 300 4MATIC,2839,4.8,1354,47983
2023,Mercedes-Benz GLA 250 Base,817,4.8,1735,40983
2023,Mercedes-Benz GLB 250 Base,13893,4.8,894,46220
2019,Mercedes-Benz C-Class ,25835,,,30995
2023,Mercedes-Benz C-Class C 300,1501,4.6,348,50999
2023,Mercedes-Benz GLC 300 Base 4MATIC,8108,,0,55110
2023,Mercedes-Benz GLB 250 Base,10765,4,147,42200
2023,Mercedes-Benz Metris Base,1234,4.6,696,47888
2023,Mercedes-Benz C-Class C 300 4MATIC,4216,4.6,1246,43977
2020,Mercedes-Benz GLS 450 Base 4MATIC,33782,4.3,1647,53974
2020,Mercedes-Benz AMG G 63 Base,37050,4.8,1354,165994
2020,Mercedes-Benz GLC 300 Base 4MATIC,36301,4.7,192,34690
2023,Mercedes-Benz C-Class 4MATIC Sedan,15233,5,4823,43998
2020,Mercedes-Benz CLS 450 Base,54537,2.9,607,38000
2018,Mercedes-Benz GLA 250 Base,50301,4.7,775,21958
2023,Mercedes-Benz GLS 450 4MATIC,13768,4.7,911,85777
2023,Mercedes-Benz EQB 350 Base 4MATIC,1250,4,3563,60125
2024,Mercedes-Benz AMG GLE 53 Base,7390,,150,84994
2023,Mercedes-Benz CLA 250 Base,2822,4.6,1089,38795
2021,Mercedes-Benz GLC 300 Base,18502,4.5,1684,31495
2022,Mercedes-Benz AMG GT 43 C,14407,4.3,352,77991
2023,Mercedes-Benz GLA 250 Base 4MATIC,5606,4.4,1870,43481
2023,Mercedes-Benz AMG GLA 35 Base,4471,4.3,1491,50384
2021,Mercedes-Benz GLC 300 Base 4MATIC,21455,4.8,4576,36888
2023,Mercedes-Benz GLB 250 Base 4MATIC,4163,4.8,1291,41600
2021,Mercedes-Benz GLB 250 Base,24907,4.6,3258,33896
2023,Mercedes-Benz S-Class S 500 4MATIC,2507,4,377,103995
2023,Mercedes-Benz EQB 300 Base 4MATIC,2513,4.6,348,51999
2020,Mercedes-Benz CLA 250 Base,69818,4.3,1491,26565
2021,Mercedes-Benz GLA 250 Base 4MATIC,21951,4.8,752,30987
2020,Mercedes-Benz GLS 450 Base 4MATIC,37971,4.9,2375,55990
2023,Mercedes-Benz C-Class C 300,10162,4.6,76,41990
2021,Mercedes-Benz GLA 250 Base 4MATIC,21466,4.2,344,32395
2023,Mercedes-Benz C-Class C 300,5312,4.9,2166,46446
2023,Mercedes-Benz GLC 300 Base 4MATIC,5522,4.5,919,52835
2024,Mercedes-Benz C-Class C 300 4MATIC,3240,4.7,2879,52835
2021,Mercedes-Benz CLA 250 Base,28684,4.6,1915,30972
2019,Mercedes-Benz AMG C 43 Base 4MATIC,44116,,0,38899
2023,Mercedes-Benz EQB 350 Base 4MATIC,2139,4.7,1239,67035
2021,Mercedes-Benz E-Class E 350,18416,4.4,1038,45844
2020,Mercedes-Benz S-Class S 560,44798,4.4,1038,58884
2021,Mercedes-Benz AMG GLE 63 S-Model 4MATIC,36536,4.8,752,79988
2021,Mercedes-Benz GLB 250 Base 4MATIC,18160,4.9,328,34998
2020,Mercedes-Benz C-Class C 300,34787,4.8,1735,29892
2023,Mercedes-Benz C-Class 4MATIC Coupe,8781,4.7,192,49475
2020,Mercedes-Benz AMG G 63 Base,26096,5,5929,165997
2021,Mercedes-Benz C-Class C 300,41258,,38,26900
2020,Mercedes-Benz GLE 350 Base 4MATIC,39545,4.3,443,41000
2020,Mercedes-Benz GLB 250 Base 4MATIC,49249,4.4,79,31988
2023,Mercedes-Benz GLB 250 Base 4MATIC,5362,4.8,1291,41300
2023,Mercedes-Benz C-Class C 300,7972,4.6,1915,48777
2020,Mercedes-Benz C-Class C 300 4MATIC,27209,4.9,274,30995
2023,Mercedes-Benz EQB 350 Base 4MATIC,2951,4,3563,57425
2021,Mercedes-Benz GLE 350 Base 4MATIC,27041,4.3,443,48000
2023,Mercedes-Benz AMG GT 63 4-Door,11428,4.6,1018,128388
2023,Mercedes-Benz EQB 350 Base 4MATIC,1170,4,3563,54776
2020,Mercedes-Benz GLS 450 Base 4MATIC,56189,,543,48991
2023,Mercedes-Benz EQB 250 Base,3083,4.7,911,45994
2021,Mercedes-Benz AMG GT 63 ,15328,3.9,112,109995
2019,Mercedes-Benz C-Class C 300,27057,4.7,2931,30756
2024,Mercedes-Benz C-Class C 300 4MATIC,100,4.7,2308,49777
2023,Mercedes-Benz GLB 250 Base 4MATIC,19195,4.4,1838,39989
2023,Mercedes-Benz EQE 350 Base 4MATIC,7562,4.5,516,52496
2023,Mercedes-Benz C-Class C 300 4MATIC,5613,4.6,304,47300
2020,Mercedes-Benz GLB 250 Base 4MATIC,23389,,418,33233
2021,Mercedes-Benz E-Class E 350,45586,4.7,318,36985
2022,Mercedes-Benz AMG GLC 43 4MATIC Coupe,19845,4.9,7140,56991
2023,Mercedes-Benz GLC 300 Base 4MATIC,6634,,37,48000
2020,Mercedes-Benz E-Class E 450,35551,4.9,977,44900
2023,Mercedes-Benz GLA 250 Base 4MATIC,8221,4.4,1231,43777
2023,Mercedes-Benz E-Class E 450,7097,4.9,1411,79991
2020,Mercedes-Benz AMG GLC 43 Base 4MATIC,63195,,67,35986
2020,Mercedes-Benz E-Class E 350,24626,4.9,977,41900
2023,Mercedes-Benz GLE 350 Base 4MATIC,32393,,37,60200
2024,Mercedes-Benz GLE 350 Base 4MATIC,1601,4.8,969,66876
2023,Mercedes-Benz EQE 350+ Base,12784,4.6,1915,69777
2023,Mercedes-Benz GLA 250 Base 4MATIC,5306,,12,41000
2021,Mercedes-Benz GLC 300 Base 4MATIC,22881,4.9,4585,38000
2021,Mercedes-Benz C-Class 4MATIC Sedan,27281,4.5,775,35900
2023,Mercedes-Benz C-Class C 300,5958,4.6,1915,45777
2023,Mercedes-Benz GLC 300 Base 4MATIC,8462,5,5929,55999
2024,Mercedes-Benz GLS 450 ,3931,4.7,587,92857
2022,Mercedes-Benz GLE 450 Base 4MATIC,35798,,11,67997
2019,Mercedes-Benz S-Class S 560 4MATIC,13705,,599,77995
2021,Mercedes-Benz GLB 250 Base,38159,4.6,981,30888
2023,Mercedes-Benz GLA 250 Base 4MATIC,3737,4.7,2931,40563
2023,Mercedes-Benz EQB 350 Base 4MATIC,3704,4.8,1354,61994
2023,Mercedes-Benz S-Class S 500 4MATIC,6418,4.8,5398,97892
2023,Mercedes-Benz GLC 300 Base 4MATIC,5191,4.6,716,54493
2023,Mercedes-Benz CLA 250 Base 4MATIC,4383,4.6,828,42000
2021,Mercedes-Benz GLE 350 Base 4MATIC,29489,4.8,752,47988
2020,Mercedes-Benz GLE 350 Base,38205,4.8,639,41990
2023,Mercedes-Benz GLC 300 Base 4MATIC,11666,4.8,1018,46000
2023,Mercedes-Benz GLC 300 Base 4MATIC,12002,5,5929,56997
2024,Mercedes-Benz GLC 300 Base 4MATIC,4727,4.5,843,53555
2023,Mercedes-Benz C-Class 4MATIC Coupe,8603,4.7,192,46908
2021,Mercedes-Benz C-Class C 300 4MATIC,14721,4.6,1246,33795
2020,Mercedes-Benz S-Class S 450 4MATIC,38609,4.9,2783,54954
2024,Mercedes-Benz GLE 350 Base 4MATIC,3962,4.7,2879,73890
2023,Mercedes-Benz EQB 300 Base 4MATIC,2910,4.3,1491,56444
2023,Mercedes-Benz EQB 350 Base 4MATIC,1887,4,3563,57990
2024,Mercedes-Benz C-Class C 300 4MATIC,4979,4.5,843,51555
2023,Mercedes-Benz G-Class G 550 4MATIC,4892,,150,169999
2021,Mercedes-Benz CLA 250 Base,60383,4.3,1491,30999
2021,Mercedes-Benz E-Class E 350 4MATIC,11991,,79,44480
2023,Mercedes-Benz EQS 450+ Base,1729,4.4,1231,74999
2022,Mercedes-Benz GLE 350 Base 4MATIC,13770,4.3,1491,53840
2024,Mercedes-Benz GLE 350 Base 4MATIC,6202,4.5,1926,61777
2024,Mercedes-Benz GLS 450 4MATIC,3226,4.5,919,94001
2023,Mercedes-Benz EQB 300 Base 4MATIC,3563,4.3,1491,55212
2020,Mercedes-Benz GLE 350 Base,43089,4.8,902,39874
2019,Mercedes-Benz AMG GLC 43 Base 4MATIC,20339,4.8,329,43440
2023,Mercedes-Benz EQE 500 4MATIC,1975,4.5,2204,78820
2023,Mercedes-Benz AMG GLE 63 S-Model 4MATIC,11472,,,119995
2024,Mercedes-Benz GLE 350 Base 4MATIC,1771,,599,71988
2022,Mercedes-Benz GLE 350 Base 4MATIC,20371,4.3,112,51696
2023,Mercedes-Benz EQB 300 Base 4MATIC,3660,4.3,1491,52473
2019,Mercedes-Benz CLA 250 Base,39332,4.3,1491,29527
2021,Mercedes-Benz GLS 580 Base 4MATIC,64230,,1,69991
2023,Mercedes-Benz Metris Base,11613,5,2881,44998
2023,Mercedes-Benz GLE 450 4MATIC,9202,4.2,2867,68204
2019,Mercedes-Benz GLC 300 Base 4MATIC,18813,4.9,2501,30994
2021,Mercedes-Benz GLC 300 ,22300,,11,38999
2021,Mercedes-Benz C-Class C 300 4MATIC,12092,4,1054,34410
2020,Mercedes-Benz E-Class 4MATIC,37583,4.7,611,38893
2023,Mercedes-Benz CLA 250 Base 4MATIC,1750,4.5,843,43555
2023,Mercedes-Benz GLS 450 4MATIC,10900,4.8,2059,85883
2021,Mercedes-Benz GLE 350 Base 4MATIC,46840,4.9,294,41000
2021,Mercedes-Benz GLB 250 Base,36926,4.9,322,29990
2022,Mercedes-Benz S-Class S 580,21887,4.8,899,94983
2023,Mercedes-Benz GLE 450 4MATIC,12320,4.8,2195,69846
2024,Mercedes-Benz C-Class C 300,5321,4.7,2308,45777
2020,Mercedes-Benz E-Class E 450 4MATIC,36592,4.8,752,43987
2022,Mercedes-Benz GLB 250 Base,24234,3.6,376,31987
2021,Mercedes-Benz AMG GLE 53 Base,22720,4.9,4585,77000
2021,Mercedes-Benz GLC 300 Base,43853,,0,34989
2022,Mercedes-Benz GLC 300 Base,21668,,418,36400
2021,Mercedes-Benz GLA 250 Base,21300,4.3,1491,32817
2022,Mercedes-Benz GLE 350 Base 4MATIC,8981,4.9,294,58000
2021,Mercedes-Benz GLA 250 ,45054,,9,32995
2023,Mercedes-Benz E-Class E 450 4MATIC,6465,,47,52399
2021,Mercedes-Benz E-Class E 350 4MATIC,44144,4.8,752,39988
2020,Mercedes-Benz E-Class E 350,34391,4.7,1372,33950
2023,Mercedes-Benz EQB 300 Base 4MATIC,4800,4.3,1491,55521
2021,Mercedes-Benz C-Class 4MATIC Sedan,8401,4.7,662,36742
2024,Mercedes-Benz C-Class C 300 4MATIC,2750,4.7,2879,46295
2023,Mercedes-Benz GLB 250 Base 4MATIC,3425,3.9,1800,51860
2021,Mercedes-Benz GLB 250 Base,29021,4.6,981,28496
2024,Mercedes-Benz C-Class C 300 4MATIC,5640,4.7,1239,49999
2021,Mercedes-Benz E-Class E 350 4MATIC,23019,4.8,752,42988
2023,Mercedes-Benz EQB 300 Base 4MATIC,1440,4.3,1491,55414
2021,Mercedes-Benz AMG GLE 63 S-Model 4MATIC,32982,,2,82994
2022,Mercedes-Benz GLC 300 Base,6783,4.8,2059,41884
2023,Mercedes-Benz C-Class C 300 4MATIC,4016,4.4,2339,45998
2020,Mercedes-Benz E-Class E 350 4MATIC,69941,4.6,1915,29695
2023,Mercedes-Benz GLA 250 Base 4MATIC,3641,4.5,627,41432
2019,Mercedes-Benz C-Class C 300 4MATIC,38107,5,365,28999
2022,Mercedes-Benz GLE 350 Base 4MATIC,21332,3.8,32,52466
2022,Mercedes-Benz GLE 350 Base,37125,3.8,32,47735
2022,Mercedes-Benz GLE 350 Base,32441,,67,42986
2024,Mercedes-Benz GLE 450 ,2440,,,67994
2023,Mercedes-Benz GLA 250 Base 4MATIC,6171,4.5,627,41973
2023,Mercedes-Benz C-Class C 300 4MATIC,1629,4.4,2963,43988
2020,Mercedes-Benz GLE 350 Base 4MATIC,65654,4.6,417,30500
2021,Mercedes-Benz GLE 350 Base 4MATIC,21065,4,3563,47695
2018,Mercedes-Benz AMG GT Base,21600,4.8,788,79799
2021,Mercedes-Benz GLC 300 Base 4MATIC,34986,,418,33833
2021,Mercedes-Benz GLA 250 Base 4MATIC,20975,4.3,1647,31773
2017,Mercedes-Benz AMG GLE 43 Base 4MATIC,67516,4.5,996,29883
2023,Mercedes-Benz CLA 250 Base 4MATIC,9363,4.8,1291,40900
2019,Mercedes-Benz SL 450 Base,23042,4.4,1038,63874
2021,Mercedes-Benz GLS 450 4MATIC,36882,,64,56481
2023,Mercedes-Benz EQE 350 Base 4MATIC+,12827,4.9,911,55963
2023,Mercedes-Benz CLA 250 Base,8400,4.5,401,41985
2020,Mercedes-Benz GLC 300 Base 4MATIC,31745,4.3,419,29997
2022,Mercedes-Benz GLE 350 Base 4MATIC,18940,3.9,1800,55900
2022,Mercedes-Benz GLC 300 Base,20379,,64,38597
2024,Mercedes-Benz GLE 450 4MATIC,2370,4.7,2879,72765
2019,Mercedes-Benz A-Class A 220,45368,4.4,1838,24899
2022,Mercedes-Benz GLE 350 Base 4MATIC,20270,4.4,925,53441
2019,Mercedes-Benz A-Class A 220 4MATIC,36083,4.3,1491,29999
2021,Mercedes-Benz E-Class E 450 4MATIC,35155,4.9,274,55995
2021,Mercedes-Benz E-Class E 350 4MATIC,29149,4.7,1014,38692
2023,Mercedes-Benz C-Class C 300 4MATIC,3949,4.4,295,46398
2018,Mercedes-Benz GLA 250 Base 4MATIC,53587,4.7,197,21360
2023,Mercedes-Benz GLS 450 4MATIC,15027,4.9,7140,79700
2022,Mercedes-Benz GLE 350 Base,13942,4.8,5398,52894
2020,Mercedes-Benz C-Class C 300 4MATIC,31481,3.2,157,27981
2022,Mercedes-Benz CLA 250 Base,12074,4.7,316,33890
2023,Mercedes-Benz CLA 250 Base,9169,5,1502,41990
2023,Mercedes-Benz C-Class C 300,3686,4.7,2931,43777
2019,Mercedes-Benz GLA 250 Base 4MATIC,47183,4.9,2043,25632
2020,Mercedes-Benz GLE 450 AWD 4MATIC,49865,,9,48000
2023,Mercedes-Benz GLC 300 Base 4MATIC,4801,4.7,192,55349
2023,Mercedes-Benz GLB 250 Base,14204,4.8,160,41492
2023,Mercedes-Benz GLA 250 Base,14064,4.8,2195,37616
2024,Mercedes-Benz C-Class C 300 4MATIC,389,4.7,2308,48777
2021,Mercedes-Benz GLA 250 Base,13600,4.8,558,31925
2022,Mercedes-Benz GLC 300 Base 4MATIC,16960,,60,38494
2020,Mercedes-Benz C-Class C 300 4MATIC,25839,,64,29890
2023,Mercedes-Benz GLA 250 Base 4MATIC,8765,4.4,1231,43777
2023,Mercedes-Benz GLB 250 Base,9111,4.8,2059,43983
2023,Mercedes-Benz EQB 250 Base,4383,4.5,344,51788
2023,Mercedes-Benz GLB 250 Base,8003,4.8,2059,41883
2018,Mercedes-Benz AMG C 43 Base 4MATIC,61693,4.8,1729,32999
2021,Mercedes-Benz GLB 250 Base,33249,4.8,2002,30933
2021,Mercedes-Benz GLE 350 Base 4MATIC,33352,4.2,344,45998
2021,Mercedes-Benz AMG CLA 35 ,37151,,,38995
2021,Mercedes-Benz C-Class C 300,18664,,543,35991
2021,Mercedes-Benz GLC 300 Base 4MATIC,32083,4.8,2059,36884
2023,Mercedes-Benz GLS 580 Base 4MATIC,990,4.8,2059,98482
2022,Mercedes-Benz C-Class C 300 4MATIC,19987,4.6,827,46692
2017,Mercedes-Benz GLS 450 Base 4MATIC,73222,4.5,819,24998
2023,Mercedes-Benz GLB 250 ,13162,,23,39800
2024,Mercedes-Benz S-Class S 580 4MATIC,3516,4.5,501,128991
2023,Mercedes-Benz C-Class C 300,10152,4.5,2465,39988
2020,Mercedes-Benz C-Class C 300 4MATIC,54670,,28,27598
2020,Mercedes-Benz GLS 450 Base 4MATIC,40497,4.3,1491,53332
2021,Mercedes-Benz GLE 350 Base,34702,4.4,1038,51901
2022,Mercedes-Benz AMG GLA 45 Base,5448,2.5,452,46098
2022,Mercedes-Benz S-Class S 500,25118,4.3,133,83890
2023,Mercedes-Benz EQE 350+ Base,1502,4.9,848,68853
2023,Mercedes-Benz EQS 450+ Base,22116,4.9,2166,81004
2023,Mercedes-Benz EQE 500 Base 4MATIC,3211,4.3,1491,75007
2022,Mercedes-Benz CLA 250 Base,22443,4.4,1231,34354
2023,Mercedes-Benz EQS 450+ Base,8408,4.6,483,79991
2023,Mercedes-Benz GLC 300 Base 4MATIC,6251,4.5,344,51991
2023,Mercedes-Benz Maybach S 680 4MATIC,302,4.5,1334,198888
2020,Mercedes-Benz GLS 450 Base 4MATIC,24609,4.6,87,55888
2020,Mercedes-Benz GLE 350 Base 4MATIC,43683,3.8,146,37295
2023,Mercedes-Benz GLB 250 Base,8720,4.8,2059,43883
2021,Mercedes-Benz E-Class E 350 4MATIC,42949,4.6,1018,42588
2022,Mercedes-Benz CLS 450 Base 4MATIC,20214,4.5,97,64991
2020,Mercedes-Benz CLA 250 Base 4MATIC,26909,4.2,568,33989
2023,Mercedes-Benz GLC 300 4MATIC Coupe,9553,4.5,2465,48988
2023,Mercedes-Benz EQB 250 Base,1460,4.9,4322,45000
2021,Mercedes-Benz GLC 300 4MATIC Coupe,36005,4.6,5510,43573
2023,Mercedes-Benz C-Class C 300,11213,4.4,1038,56894
2023,Mercedes-Benz GLE 350 Base 4MATIC,5466,4.5,2465,65030
2023,Mercedes-Benz C-Class C 300 4MATIC,4669,4.8,1354,49983
2021,Mercedes-Benz AMG A 35 Base,30789,3.6,1405,38991
2024,Mercedes-Benz C-Class C 300,4211,4,3563,49145
2023,Mercedes-Benz GLB 250 Base,9080,4.8,2468,46235
2023,Mercedes-Benz E-Class E 350,7339,5,1502,59990
2020,Mercedes-Benz C-Class C 300,35442,4.8,1354,31994
2020,Mercedes-Benz C-Class 4MATIC,12434,4.6,3258,32309
2020,Mercedes-Benz GLC 300 Base,45330,4.6,1847,32000
2018,Mercedes-Benz AMG GT Base,37143,2.1,238,79990
2020,Mercedes-Benz AMG C 43 Base 4MATIC,32428,4.8,1905,42496
2022,Mercedes-Benz GLE 450 4MATIC,33183,,12,56775
2023,Mercedes-Benz C-Class C 300 4MATIC,4753,4.4,295,45996
2023,Mercedes-Benz C-Class C 300 4MATIC,5136,4.8,1291,43600
2023,Mercedes-Benz EQB 300 Base 4MATIC,1077,4.3,419,45997
2021,Mercedes-Benz GLA 250 Base 4MATIC,39253,4.8,752,30988
2021,Mercedes-Benz GLE 350 Base 4MATIC,57746,4.9,1411,45992
2023,Mercedes-Benz AMG GT 63 S 4-Door,2204,4.7,2931,187987
2021,Mercedes-Benz AMG G 63 Base,17593,4.9,4322,176988
2021,Mercedes-Benz GLA 250 Base,25430,4.8,5398,29893
2020,Mercedes-Benz E-Class E 350,39903,4.8,2059,34683
2024,Mercedes-Benz C-Class C 300 4MATIC,5146,4.9,4585,50000
2021,Mercedes-Benz E-Class E 350 4MATIC,64725,4.5,1926,31890
2021,Mercedes-Benz GLE 350 Base 4MATIC,45647,4.8,527,44800
2021,Mercedes-Benz CLA 250 Base,32975,4.8,1729,29888
2021,Mercedes-Benz C-Class C 300,27256,4.6,827,36789
2023,Mercedes-Benz GLB 250 Base,15203,4.8,2002,34995
2021,Mercedes-Benz GLE 350 Base 4MATIC,50170,,236,43990
2023,Mercedes-Benz GLB 250 Base 4MATIC,4111,4.4,2963,42763
2023,Mercedes-Benz GLB 250 Base 4MATIC,9196,4.5,991,42775
2023,Mercedes-Benz S-Class S 580 4MATIC,12721,4.7,1594,114895
2021,Mercedes-Benz GLA 250 Base,64114,4.8,1735,25983
2021,Mercedes-Benz AMG G 63 Base,19980,4.9,2501,182975
2022,Mercedes-Benz AMG GLC 43 Base 4MATIC,16418,4.7,449,50000
2021,Mercedes-Benz GLC 300 4MATIC Coupe,22481,4.4,654,44157
2022,Mercedes-Benz GLC 300 Base,24790,4.8,2195,37700
2022,Mercedes-Benz C-Class C 300 4MATIC,11082,4.8,1354,42793
2020,Mercedes-Benz A-Class A 220 4MATIC,38959,3.7,113,26880
2020,Mercedes-Benz GLE 350 Base,41533,4.7,2931,39562
2022,Mercedes-Benz GLC 300 Base 4MATIC,30001,4.7,197,37259
2020,Mercedes-Benz GLE 350 Base,49095,,236,36990
2022,Mercedes-Benz AMG GLC 43 Base 4MATIC,22930,4.4,2339,47998
2020,Mercedes-Benz E-Class E 450 4MATIC,54832,4.9,1405,35250
2021,Mercedes-Benz C-Class C 300,6894,4.3,419,34597
2022,Mercedes-Benz GLE 350 Base 4MATIC,39450,,599,48888
2022,Mercedes-Benz GLC 300 Base,10702,4.3,1491,40039
2023,Mercedes-Benz GLA 250 Base,9723,4.4,1231,41777
2023,Mercedes-Benz GLA 250 ,851,,23,38761
2021,Mercedes-Benz GLB 250 Base,38493,4.2,568,30989
2023,Mercedes-Benz C-Class C 300 4MATIC,3299,4.8,1354,53983
2023,Mercedes-Benz CLA 250 Base 4MATIC,3984,4.7,1014,47840
2020,Mercedes-Benz GLC 300 4MATIC Coupe,62102,4.5,1684,39699
2024,Mercedes-Benz C-Class C 300 4MATIC,3145,4.7,2879,48250
2021,Mercedes-Benz CLS 450 Base,48823,4.5,1334,45699
2024,Mercedes-Benz GLC 300 Base 4MATIC,2673,4.5,1684,52777
2023,Mercedes-Benz E-Class E 350,7332,4.9,2166,55004
2022,Mercedes-Benz GLC 300 Base,28841,4.4,1038,42916
2023,Mercedes-Benz CLA 250 Base 4MATIC,5797,4.5,627,39495
2021,Mercedes-Benz C-Class C 300,17216,,38,32900
2021,Mercedes-Benz AMG G 63 Base,27929,4.8,2059,170882
2021,Mercedes-Benz GLA 250 Base 4MATIC,30169,4.5,1492,30295
2022,Mercedes-Benz E-Class E 350,37309,4.6,827,45768
2023,Mercedes-Benz C-Class C 300 4MATIC,14621,4.6,76,41990
2024,Mercedes-Benz C-Class C 300 4MATIC,4193,4.4,295,55498
2023,Mercedes-Benz S-Class S 500 4MATIC,19341,4.8,823,98900
2024,Mercedes-Benz GLE 450 Plug-In Hybrid Base 4MATIC,2552,4.6,348,70990
2023,Mercedes-Benz AMG GLA 45 Base,7646,4.8,2195,53476
2021,Mercedes-Benz A-Class A 220 4MATIC,17101,4.6,1915,30337
2020,Mercedes-Benz GLB 250 Base,26589,4.6,3258,32204
2023,Mercedes-Benz C-Class C 300,10773,4.6,76,45990
2024,Mercedes-Benz GLE 350 Base 4MATIC,2014,,599,72488
2021,Mercedes-Benz GLA 250 Base,35735,4.8,5398,29894
2023,Mercedes-Benz E-Class E 350,15216,4.6,827,52997
2023,Mercedes-Benz GLB 250 Base 4MATIC,6629,4.7,733,50435
2021,Mercedes-Benz GLS 580 Base 4MATIC,33129,4.7,2931,69963
2023,Mercedes-Benz CLA 250 Base 4MATIC,4764,4.9,3222,41991
2021,Mercedes-Benz GLB 250 Base 4MATIC,61898,4.2,2867,28989
2021,Mercedes-Benz AMG GLS 63 Base 4MATIC,25954,5,1782,97999
2020,Mercedes-Benz GLA 250 Base 4MATIC,21374,4.3,1491,29128
2020,Mercedes-Benz GLS 450 Base 4MATIC,40403,4.9,1405,48700
2023,Mercedes-Benz E-Class E 350 4MATIC,14955,4.6,827,53637
2022,Mercedes-Benz AMG GLE 63 S,12083,4.7,1424,109977
2023,Mercedes-Benz C-Class C 300 4MATIC,5019,4.7,1014,43892
2019,Mercedes-Benz GLC 300 4MATIC Coupe,33169,4.6,3258,36866
